,,"Ліга А, червоний","Ліга А, червоний","Ліга А, червоний","Ліга А, червоний","Ліга А, жовтий","Ліга А, жовтий","Ліга А, жовтий","Ліга А, жовтий","Ліга А, зелений","Ліга А, зелений","Ліга А, зелений","Ліга А, зелений","Ліга А, синій","Ліга А, синій","Ліга А, синій","Ліга А, синій","Ліга Б, червоний","Ліга Б, червоний","Ліга Б, червоний","Ліга Б, червоний","Ліга Б, жовтий","Ліга Б, жовтий","Ліга Б, жовтий","Ліга Б, жовтий","Ліга Б, зелений","Ліга Б, зелений","Ліга Б, зелений","Ліга Б, зелений","Ліга Б, синій","Ліга Б, синій","Ліга Б, синій","Ліга Б, синій","Ліга В1, червоний","Ліга В1, червоний","Ліга В1, червоний","Ліга В1, червоний","Ліга В1, жовтий","Ліга В1, жовтий","Ліга В1, жовтий","Ліга В1, зелений","Ліга В1, зелений","Ліга В1, зелений","Ліга В1, зелений","Ліга В1, синій","Ліга В1, синій","Ліга В1, синій","Ліга В1, синій","Ліга В1, помаранчевий","Ліга В1, помаранчевий","Ліга В1, помаранчевий","Ліга В1, помаранчевий","Ліга В2, червоний","Ліга В2, червоний","Ліга В2, червоний","Ліга В2, червоний","Ліга В2, жовтий","Ліга В2, жовтий","Ліга В2, жовтий","Ліга В2, зелений","Ліга В2, зелений","Ліга В2, зелений","Ліга В2, зелений","Ліга В2, синій","Ліга В2, синій","Ліга В2, синій","Ліга В2, синій","Ліга В2, помаранчевий","Ліга В2, помаранчевий","Ліга В2, помаранчевий","Ліга В2, помаранчевий","Ліга В3, червоний","Ліга В3, червоний","Ліга В3, червоний","Ліга В3, червоний","Ліга В3, жовтий","Ліга В3, жовтий","Ліга В3, жовтий","Ліга В3, жовтий","Ліга В3, зелений","Ліга В3, зелений","Ліга В3, зелений","Ліга В3, зелений","Ліга В3, синій","Ліга В3, синій","Ліга В3, синій","Ліга В3, синій","Ліга В4, червоний","Ліга В4, червоний","Ліга В4, червоний","Ліга В4, червоний","Ліга В4, жовтий","Ліга В4, жовтий","Ліга В4, жовтий","Ліга В4, жовтий","Ліга В4, зелений","Ліга В4, зелений","Ліга В4, зелений","Ліга В4, зелений","Ліга В4, синій","Ліга В4, синій","Ліга В4, синій","Ліга В4, синій"
6. Ладонія та інша Скандинавія,"40. Варг Вікернес приймав участь у записі альбому ""Трансильванський ВІН"" і висловився на підтримку України, згадавши про допомогу з боку своїх співвітчизників.
Відповідь: Голод.
Коментар: Варг Вікернес неоднозначна постать. Він згадує, що Нансен та Квіслінг, чиїм нащадком себе вважає, допомагали Україні під час голоду 1921-23 років. Голод - це роман написаний іншим норвежцем  до якого також ставляться по-різному.
Джерела:  
https://en.wikipedia.org/wiki/Transilvanian_Hunger
https://web.archive.org/web/20140101144656/http://thuleanperspective.com/2013/10/27/holocaust-iv/
",,,,,,,,1,-1,,,,,,,,,,,,,,,,,,1,,,,,-1,,,,,,,,,1,,,,,,,,,-1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. Ладонія та інша Скандинавія,"50. У романі Акселя СандемУсе ТАКУ назву мало містечко, де для робітників передусім була важлива соціальна рівність.
Відповідь: Янте.
Коментар: На честь цього міста названий закон Янте - усталений вираз, що характеризує скандинавську модель групової поведінки. 
Джерело: https://en.wikipedia.org/wiki/Law_of_Jante",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. Ласкер та інші чемпіони світу з шахів,"10. У 1866 році Вільгельм Стейніц зіграв чотирнадцять партій проти Адольфа Андерсена. Шахісти обійшлися без жодної НЕЇ. У сучасних шахах таке важко уявити. 
Відповідь: Нічия.
Коментар: У сучасних шахах на найвищому рівні гравці частіше за все закінчують зустріч нічиєю. Стейніц переміг з рахунком 8:6.
Джерело:
",,,,1,,,1,,,1,,,1,,,,1,,,,,1,,,1,,,,,1,,,,,1,,1,,,,,,1,,,,1,,,1,,,,1,,,,1,,1,,,,,1,,,,,1,,,1,,,,,1,,1,,,1,,,,,,1,,,1,,,,,1,,,1,,
7. Ласкер та інші чемпіони світу з шахів,"20. У відповіді іноземне слово
У 1906 році Ласкер написав книгу, назвою якої стало ЦЕ СЛОВО. У книзі Ласкер переніс ігрову концепцію на всі сфери життя. Книгу, де ЦЕ СЛОВО було другим у назві, Еммануїл, звісно, не прийняв.
Відповідь: Kampf [Кампф]
Коментар: У 1933 році Ласкер емігрував з Німеччини.
Джерело: https://www.sovsport.ru/chess/articles/759210-emmanuil-lasker-26-let-na-trone-begstvo-ot-gitlera-i-stalina",,,,,,,,,,,,,,,,,-1,,,,,,,,,,1,,,-1,,1,,,,,,-1,,,-1,,,,,,,,-1,1,,1,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,-1,,1,,,,,-1,,,,,1,,-1,,,,,-1
7. Ласкер та інші чемпіони світу з шахів,"30. Цікаво, що Капабланка, на відміну від Ласкера, у повсякденності не користувався НЕЮ — не мав такої звички, — а ось жінок втрачати голову змушував неодноразово.
Відповідь: Гільйотина [для сигар]
Коментар: Капабланка хоч і  кубинець, але сигари не палив. Ласкер був вiдомим курцем.",,-1,,,,1,,,1,,,,1,-1,,,,-1,,,,-1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,-1,,,-1,,1,,,1,,,,,
7. Ласкер та інші чемпіони світу з шахів,"40. Саме ТАМ ФІДЕ пропонувало побудувати шаховий центр. Але два королі чи дві тури архітектурно так і не були втілені. Події, без якої не було б пропозиції ФІДЕ, Роберт Фішер дуже радів.
Відповідь: на місці веж ВТЦ.
Залік: за згадкою веж ВТЦ або веж-близнюків.
Коментар: Роберт Фішер був досить дивною людиною і дуже радів терактам 11 вересня. Туру також називають баштою і вежею.
Джерела: https://domik.ua/novosti/fide-planiruet-postroit-shaxmatnyj-centr-na-meste-bashen-bliznecov-v-nyu-jorke-n102674.html",,,,,,-1,,,-1,,,,,,,1,,,,,,,,,,,,1,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,
7. Ласкер та інші чемпіони світу з шахів,"50. У відповіді іншомовне слово.
В активній фазі ВІН може впливати на поведінку людини: зокрема, підвищується схильність до ризику, а ось швидкість реакції зменшується. У чоловіка, якого в 1935 році фотографували під час пестощів, ВІН міг бути.
Відповідь: Токсоплазмоз.
Коментар: Привіт усім котовласникам швагер-ліги! Найближчим другом  Олександра Алехіна був кіт Чесс. У 1935 році Алехін досить несподівано програв Максу Ейве. Згідно більш розповсюдженої версіїї, Алехін підбухував.
Джерело: http://www.thaicat.ru/publ/aleksandr_alekhin_i_chess/17-1-0-1631",,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,1,,1,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
8. Ласт та інші односкладні прізвища,"10. Дмитро Васильович, який носить ЦЕ прізвище - кандидат філологічних наук. У 2013 році виник скандал, коли виявилося, що Дмитро бере активну участь у заходах організації, заснованої Медведчуком.
Відповідь: Стус.
Коментар: Дмитро - син Василя Стуса, якого свого часу так би мовити захищав Медведчук.
Джерело: https://uk.wikipedia.org/wiki/Стус_Дмитро_Васильович",,,1,,,,1,,,,1,,1,-1,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,-1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,-1,,,,,1,-1,,,1,,,
8. Ласт та інші односкладні прізвища,"20. У статті, де фігурує ЦЕ ПРІЗВИЩЕ, наводиться аналогія: якби авіації був притаманний схожий розвиток, то ще у 1983 році Боїнг мав коштувати 500 доларів, облетіти Землю можна було б за 20 хвилин, а пального знадобилося б лише 19 літрів.
Відповідь: Мур.
Коментар: Аналогія показує,  що було б якби авіаційна промисловість розвивалася з такою ж швидкістю як електроніка.
Джерело: https://ru.wikipedia.org/wiki/Закон_Мура",,,,1,,,1,,1,,,,,,,1,,1,,,,,,1,1,,,,,,,1,,,,,1,,,-1,,,-1,-1,,,-1,-1,-1,-1,,,,1,,,,1,,,1,,,-1,,,,,,,,,,,,,,1,,1,,,,-1,,,,,,1,,,,1,,,-1,-1,,,,-1
8. Ласт та інші односкладні прізвища,"30. Вчителька української літератури на своєму відкритому уроці розповідає, як Іван усвідомлює, що Марічка загинула. Можна сказати, що після цього Іван стає НИМ. Можливо, тому вчителька зокрема пропонує послухати однойменний музичний твір Джеймса.
Відповідь: Самотній пастух.
Залік: The Lonely Shepherd, одинокий пастух.
Коментар: Найвідоміша композиція Джеймса Ласта. Основою мелодії став фольклор Карпат.
Джерело: http://okcanamamkova.blogspot.com/p/blog-page_13.htm",,,,,,,,1,,,,,1,,,,,,,,,,,,,,1,,,,,-1,,,,,,,,,,,,,,,1,,,,,,,,,,,,-1,,,,,,,,,,-1,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
8. Ласт та інші односкладні прізвища,"40. [Ведучому: читати наведений текст як мінімум чотири рази. Якщо у вас буде час та  наснага, то можете прочитати 5-6, або 7 разів.]
В одному з фрагментів ВІН каже, що люди схожі на віруси або ракову пухлину, та порівнює себе з ліками. В одному з фрагментів ВІН каже, що люди схожі на віруси або ракову пухлину, та порівнює себе з ліками. В одному з фрагментів ВІН каже, що люди схожі на віруси або ракову пухлину, та порівнює себе з ліками. В одному з фрагментів ВІН каже, що люди схожі на віруси або ракову пухлину, та порівнює себе з ліками.
Відповідь: Агент Сміт.
Коментар: Агент Сміт з “Матриці”  і сам врешті-решт перетворився на вірус.  Ведучий теоретично міг читати запитання нескінченно. 
Джерело:https://citaty.info/character/agent-smit",,,,,1,,,,,1,,,1,,,,,,1,,,,,1,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,1,,,1,,,-1,,1,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,
8. Ласт та інші односкладні прізвища,"50. Один незграбний виконавець, намагаючись втілити  ЙОГО незвичну ідею 1772 року, ледь не вчинив пожежу. Ми хотіли використати факт, що ЙОГО колега Альфред використав ЙОГО ідею, але таке запитання вже було. 
Відповідь: [Йозеф] Гайдн.
Коментар: У “Прощальній симфонії” Гайдна музиканти ставлять свічки на пульт, а потім один за одним гасять свічки. і залишають сцену  У творі Альфреда Шнітке музиканти залишають сцену під звуки “Прощальної симфонії” Гайдна. Запитання про це вже було і цю свічку ми вирішили не використовувати, хоча інші свічки у пакеті звісно були. Залишаймо сцену та гасимо свічки.  
Джерело: https://goo.su/aBxq",,,1,,,,1,,1,,,,,,,,,,,,,1,,,,,,1,,,1,,,,-1,,,,,,,,,,,,,,,1,,,,,,,,,-1,,,,,,,,,,-1,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,1,,,,
